17
813 900
925 61 -283
457 850 109
434 899 222
661 419 36
660 150 -593
454 593 -50
419 425 788
592 266 -341
370 738 170
680 386 14
459 446 925
63 515 988
254 217 810
572 810 -686
786 570 486
653 924 -194
263 738 447
530 97 -250
552 214 74
510 345 -372
242 604 341
557 315 606
896 766 -411
414 420 -949
580 214 372
102 33 278
866 296 -929
489 238 -51
525 124 329
697 309 -93
50 99 -551
299 519 682
358 425 924
735 368 -159
628 177 264
909 528 419
156 185 -320
114 307 242
391 308 -803
287 549 620
902 801 -846
534 541 -503
14 593 -886
388 410 191
520 668 642
861 488 358
723 471 602
179 177 -829
308 692 -493
421 72 -264
535 781 345
526 288 771
414 388 204
297 199 643
791 507 402
142 449 980
515 295 -104
620 673 213
422 918 -484
125 419 -937
667 42 -367
649 787 -354
242 821 594
205 357 310
292 552 -551
696 113 -448
223 182 -297
388 750 994
897 833 -234
378 462 746
811 247 -23
639 72 501
298 322 -995
55 114 -595
849 851 287
677 280 264
143 162 790
25 86 -603
908 671 -273
561 797 -66
506 589 -765
106 349 477
248 278 -677
477 644 -608
410 592 -620
110 335 -797
41 239 -382
585 767 -197
523 610 477
264 410 375
633 318 816
108 330 84
487 291 620
187 111 749
74 670 -463
872 876 438
140 893 -476
2 227 -567
741 626 811
822 509 528
148 702 996
289 269 -235
454 850 825
166 479 561
317 819 -328
541 313 228
747 674 -558
182 433 421
917 70 55
106 360 -744
756 282 577
385 52 -417
334 349 849
739 861 -179
706 426 -600
250 580 -616
461 290 -544
206 783 -974
110 558 -376
595 455 756
545 97 736
743 201 -92
728 906 -733
292 748 -369
25 196 845
191 780 -582
330 700 -370
569 263 541
813 890 881
830 814 -778
390 720 -468
723 676 740
199 404 781
205 398 -253
283 122 796
338 535 -752
357 6 171
243 812 -232
529 491 418
313 55 -534
852 884 656
29 618 -503
659 514 6
621 31 772
773 210 909
565 44 -598
395 915 -395
618 919 74
476 366 -320
24 225 -378
368 653 -332
331 542 -668
322 781 123
409 117 -885
84 482 -172
250 291 -962
86 537 109
52 813 62
800 15 -917
532 643 -305
593 5 -22
84 649 221
922 493 -373
342 818 -612
450 628 643
80 145 -842
302 732 21
175 828 995
195 763 -756
810 158 784
173 489 838
461 191 -427
135 778 373
407 362 992
398 638 335
45 391 -434
75 415 996
674 127 -329
802 386 606
343 719 -727
402 315 -718
211 35 997
631 746 527
153 895 827
105 187 -382
795 592 97
277 556 416
573 270 -529
721 340 -952
691 419 -925
631 298 -266
135 466 496
883 33 723
904 109 253
578 617 572
329 798 -195
839 832
263 447 577
819 257 -216
419 341 -531
43 515 -164
216 644 347
756 103 653
714 534 747
605 380 587
835 116 -620
455 222 -553
71 161 791
108 375 283
615 417 275
722 826 -337
47 66 875
807 682 -83
240 108 -511
341 727 -474
220 350 -26
603 695 513
151 694 -794
147 35 -640
832 181 -22
344 342 -397
203 349 211
168 490 -34
133 290 -950
41 711 -762
239 138 -435
259 783 962
38 821 -854
679 53 146
302 29 620
690 356 -693
372 621 65
301 222 -90
489 261 936
691 131 -68
726 99 -136
682 20 -158
794 385 956
334 556 165
240 687 329
157 512 128
359 167 -68
696 93 -334
570 255 -213
290 234 37
513 636 -977
20 264 -76
833 404 -472
261 348 -174
557 507 -537
519 306 665
42 72 33
635 721 4
636 48 -940
88 642 775
304 444 296
272 579 536
391 306 368
516 507 -30
202 780 -728
590 629 -343
471 396 -915
421 751 532
108 138 -420
135 568 922
82 754 439
719 290 -961
330 75 349
524 367 -611
534 793 975
359 667 -719
107 634 -529
587 164 -66
430 54 -86
260 445 492
446 609 807
203 310 -531
337 270 -534
491 114 -94
505 135 888
396 138 -996
539 822 -450
511 437 881
416 408 19
213 131 955
659 627 -13
822 315 585
723 366 962
599 425 551
582 55 -564
50 127 599
578 443 -993
452 505 -23
819 831 -658
754 279 -466
811 683 60
23 153 305
223 254 -845
13 343 128
238 126 -699
835 58 73
124 85 240
442 178 268
166 773 44
709 70 766
57 417 189
678 524 -429
266 414 255
195 489 -463
51 216 773
341 33 920
753 635 157
414 246 -71
375 190 -510
334 318 -699
713 486 984
835 233 301
642 691 -157
654 286 -74
654 200 978
90 198 26
229 53 349
200 244 -382
513 97 52
314 106 -474
411 397 783
317 545 618
320 41 150
30 597 -597
371 425 306
543 744 501
765 629 599
13 762 -379
563 341 348
760 536 369
792 188 985
672 305 40
515 306 -523
724 495 -417
804 264 -287
749 151 -938
547 175 546
709 742 -514
610 699 702
710 802 -3
671 339 61
136 199 203
106 642 -633
155 730 -629
253 292 -140
761 545 -955
317 304 818
592 549 996
316 149 -598
101 380 317
769 641 -505
173 459 480
341 788 120
446 163 -997
696 667 195
745 366 -805
764 345 -33
190 362 -351
771 347 786
546 98 -318
256 405 -53
413 6 -104
77 631 -245
485 274 -258
76 546 -615
357 754 103
190 135 445
19 231 651
90 572 252
615 512 735
634 422 -517
837 345 -154
828 447 -560
184 692 650
280 309 -956
815 87 -534
352 372 -785
787 113 -29
627 108 -618
804 831 -5
147 102 336
459 63 -802
203 453 -948
670 596 43
485 761 84
487 752 109
759 155 -787
202 565 132
739 799 678
320 669 -51
380 222 -732
51 768 35
191 54 979
700 227 -804
402 106 -358
733 766 -662
69 117 -209
116 571 -613
143 419 -771
530 149 549
317 475 -278
402 700 -975
420 664 172
347 689 148
362 755 85
744 466 766
410 156 -432
33 477 834
125 360 -545
161 130 -638
209 60 -953
616 27 574
46 352 -957
21 699 -734
85 467 -61
804 353 -278
172 224 311
438 474 949
274 120 442
27 244 -1000
814 223 764
508 145 -621
471 688 882
372 105 176
166 636 -547
420 257 603
30 396 667
116 572 496
357 146 -591
468 570 -180
645 295 305
195 534 526
732 312 593
366 165 825
639 836 -203
699 327 -153
314 418 -830
516 359 -451
225 707 -582
43 608 -358
77 289 797
306 154 -195
113 773 711
321 16 869
167 117 -641
108 780 651
640 508 -383
106 810 201
18 299 835
409 1 -531
12 477 -324
236 383 699
644 528 -933
188 414 -110
320 608 -377
314 398 -301
724 491 -500
102 580 -409
746 424 -467
307 572 546
174 113 -162
480 430 -218
382 642 551
645 439 251
757 182 -445
444 637 -710
79 109 -410
751 777 -709
273 38 -532
305 797 962
734 708 -719
197 565 500
565 109 -662
424 447 884
135 295 -969
579 782 243
608 427 -400
679 786 498
379 508 -866
699 547 680
614 706 -785
106 612 -974
714 477 12
100 235 -189
111 690 898
159 57 -901
286 67 967
6 676 -665
635 767 29
245 72 197
165 788 -825
584 144 -452
811 630 -239
692 674 -629
214 436 -124
425 734 621
150 582 -32
246 786 789
332 15 -734
166 818 -110
203 740 112
783 165 -786
203 447 254
79 257 -913
134 109 -754
735 462 -267
428 86 975
116 748 -998
650 523 -856
17 563 -518
626 738 -255
522 770 -627
604 333 716
719 126 697
370 719 10
97 332 -632
224 832 431
731 538 -188
39 59 872
715 783 -266
505 417 264
625 95 -925
822 716 882
239 208 482
6 717 362
316 275 269
773 511 422
400 735 841
764 212 746
262 720 750
158 725 568
607 213 243
703 600 438
202 134 -592
272 519 -13
92 371 -532
170 551 991
165 211 173
627 343 105
801 661 78
689 180 -572
637 61 -380
673 20 995
112 740 -795
667 392 949
258 222 492
538 738 306
334 211 97
179 347 465
490 256 746
619 457 -533
552 299 -639
310 596 -433
749 737 223
132 152 -617
807 274 -445
734 133 -972
82 13 843
744 745 -856
596 528 -659
514 639 -826
817 97 -300
551 466 699
172 721 -354
256 790 372
795 793 -808
700 525 -148
333 205 397
35 305 -820
823 24 -814
597 485 526
716 272 -211
192 561 -774
603 435 937
109 144 -471
460 716 -645
710 543 263
802 256 -777
730 179 162
15 384 -284
474 49 883
436 631 14
744 750 836
726 654 -727
543 292 -984
149 462 -537
362 448 -461
600 484 574
94 89 -706
677 164 313
296 326 407
256 764 -794
63 476 -224
476 225 467
680 251 92
86 574 798
442 770 -217
219 129 -110
283 684 -522
356 343 866
15 101 275
24 309 -24
717 316 -979
59 100 -388
120 565 678
67 750 688
96 556 -887
655 468 662
111 82 -679
20 76 107
341 302 -878
596 813 662
319 689 -747
94 257 -970
221 362 -533
183 115 243
309 389 445
642 42 137
455 451 453
440 188 -90
413 3 854
554 607 -170
120 816 -37
829 38 -974
762 799 494
305 557 -200
137 624 240
181 291 916
780 383 -697
555 453 -559
332 705 -860
773 559 772
744 371 778
762 280 -800
269 353 -775
317 374 -100
637 57 -721
192 155 -806
90 447 -761
616 241 196
810 697 -409
600 175 174
326 291 -489
72 180 582
660 638 -539
429 526 -701
273 389 311
783 746 -499
187 357 13
25 831 -881
674 658 -926
398 451 -25
831 757 924
341 83 -408
371 116 119
803 445 485
49 219 -573
39 163 -114
239 263 951
552 186 -431
747 254 603
323 83 440
760 92 668
99 450 -628
107 652 247
587 373 -300
8 574 -704
121 345 -692
835 289 -607
546 143 453
821 78 -108
63 202 -897
430 494 771
381 428 -805
669 242 55
251 311 132
185 51 95
363 693 734
118 56 -854
399 330 288
495 162 301
398 288 972
409 291 315
317 493 638
592 317 690
609 673 -730
481 67 449
444 688 692
54 324 665
639 229 -892
254 496 749
294 317 -161
96 259 749
283 273 675
141 272 205
156 50 675
248 434 -135
427 523 718
351 107 -917
692 781 48
502 55 -104
513 749 -265
241 80 -22
383 74 383
460 137 908
310 599 -74
91 25 329
798 105 -977
5 602 -45
422 311 -696
488 406 158
244 580 -989
738 799 -765
608 537 -705
380 4 -467
465 139 63
260 367 -643
385 358 -359
112 147 -887
262 20 722
432 244 669
55 666 -755
345 501 -249
450 321 -370
184 23 920
13 40 -118
481 95 -230
493 805 979
625 571 -930
468 616 -819
231 647 -249
497 522 324
593 456 401
213 661 -703
433 56 -537
661 489 352
774 491 -396
104 286 982
466 562 -379
564 408 583
638 378 148
824 558 460
79 596 991
13 47 937
613 506 242
574 335 -631
385 467 219
414 434 -356
311 267 38
733 681 232
136 511 668
72 436 -413
775 240 -439
40 542 -386
53 9 -967
230 808 72
405 297 394
191 228 462
27 622 50
640 165 495
290 396 41
672 534 651
153 102 361
735 274 642
49 298 -789
670 494 105
430 513 852
315 744 96
450 22 -504
521 598 -105
30 67 -70
618 31 77
264 395 -183
322 566 -47
94 492 544
422 136 698
542 129 523
459 19 503
808 379 752
711 571 205
426 155 929
549 465 -610
362 715 -618
86 264 -960
527 254 -647
385 782 930
391 458 982
625 699 -236
828 197 -993
152 763 -145
7 487 -230
290 797 -486
20 735 -539
25 312 577
720 267 114
285 278 135
277 524 -935
470 827 -838
458 276 288
798 768 702
529 392 559
610 126 694
739 746 -995
524 61 108
628 13 -21
756 196 910
475 273 -705
48 28 892
131 706 -192
377 102 -444
830 123 -986
102 231 889
677 54 604
613 731 -488
510 540 693
643 48 -61
401 672 282
425 308 -270
574 490 298
706 390 171
406 780 -941
308 608 -122
360 594 483
667 341 -101
213 262 95
383 494 -922
676 372 108
479 718 988
711 145 -582
502 319 -960
649 633 -501
168 12 -405
237 704 -615
194 821 -700
764 367 393
665 326 -418
681 65 32
508 514 562
132 410 -576
8 441 -513
366 238 -712
142 424 -573
100 422 990
615 203 906
138 481 -133
515 448 544
430 544 -570
123 560 -122
163 667 -996
692 786 -263
62 406 -405
188 414 -946
753 782 802
3 241 -837
759 545 185
552 533 -647
761 548 -270
542 429 -333
119 187 12
556 751 140
279 199 874
826 134 -18
138 238 596
149 400 64
654 112 -459
570 447 -872
98 117 429
495 524 -396
443 31 956
231 340 489
98 299 857
532 132 98
281 42 362
498 215 81
385 799 -172
591 814 -193
816 552 483
569 84 542
419 177 832
201 508 -189
774 288 92
79 141 327
681 826 998
60 707 363
207 217 -313
582 458 -293
260 91 688
601 718 -622
670 807 60
8 519 283
658 534 892
248 19 901
833 778 431
829 409 193
759 27 -642
421 775 -651
684 282 258
492 826 436
665 757 -145
806 44 -508
170 798 241
235 766 -263
251 135 -857
483 254 -319
32 530 45
208 815 252
96 533 492
792 125 -200
313 488 587
13 435 -299
539 397 107
814 640 510
596 522 59
769 631 -193
527 729 425
575 754 -15
405 747 -215
662 429 988
415 566 -507
554 645 926
71 423 -984
43 136 -625
382 407 443
449 648 -881
520 551 938
369 431 -999
234 751 -288
376 596 92
772 517 -618
475 126 139
298 338 -178
280 242 -696
816 233 -265
80 422 -71
275 394 843
308 361 147
558 167 -224
188 428 -33
765 548 -67
734 314 -869
308 112 171
664 413 -909
670 449 -972
147 311 -696
292 774 979
447 687 -971
452 683 -725
268 554 -477
490 392 -775
814 475 727
349 50 -925
125 244 -922
412 221 605
475 760 480
726 171 -925
433 637 116
542 658 563
334 248 -252
754 438 -34
262 363 879
458 369 180
736 670 -644
726 199 379
560 229 -551
706 534 459
121 327 -478
290 586 283
53 458 -520
836 423 -39
154 161 344
587 58 801
563 570 683
380 568 716
108 136 609
24 357 -392
439 87 -129
156 35 826
628 255 7
723 208 -439
282 495 -266
680 611 -985
604 329 -267
174 762 424
661 742 196
713 263 -970
108 770 468
38 253 870
222 290 458
413 520 186
340 301 -773
327 40 507
673 146 -123
220 250 144
473 831 -347
12 358 -500
400 270 -716
696 659 685
277 128 523
790 573 324
621 509 -586
120 306 -990
576 60 384
367 681 362
482 419 -716
468 93 -289
522 794 -354
593 162 898
69 115 -786
170 771 -821
364 78 -836
838 735 897
289 642 -613
4 324 503
75 160 -41
407 301 -348
724 62 -508
314 835 -625
59 700 190
742 102 348
381 51 479
33 785 904
280 688 711
723 586 654
141 260 -31
805 807
791 500 -977
265 184 548
291 625 268
162 187 222
92 468 657
439 633 71
5 636 666
526 560 847
772 726 -979
509 166 -800
177 37 363
312 492 687
788 721 -876
799 438 -468
390 605 -61
374 64 899
532 284 -74
130 468 -243
143 692 -622
529 87 -31
787 636 -215
586 545 -948
681 613 555
682 770 891
737 275 -966
697 759 279
35 752 -139
635 319 103
488 350 -166
540 462 375
721 483 -718
269 373 -971
85 488 -828
147 289 -583
788 183 -113
528 219 -901
502 591 -396
414 550 372
467 246 730
160 445 -475
619 42 -147
403 566 -165
607 500 485
417 709 305
514 466 -736
240 450 -211
328 534 46
398 680 -816
712 650 670
739 280 -547
658 471 -750
663 749 334
513 517 -951
757 19 -449
638 51 19
496 602 327
298 39 749
216 431 -684
329 169 359
164 521 105
89 251 -952
697 297 -429
379 401 511
499 690 484
279 430 -519
513 421 813
455 166 137
654 207 -986
496 489 -79
180 191 -798
738 553 -823
304 592 624
718 35 -181
592 802 -311
562 514 375
622 443 -69
50 785 -950
296 485 656
491 460 -442
496 780 83
271 438 94
533 492 601
240 749 478
40 651 -4
145 401 977
280 88 -4
39 327 -450
137 733 207
327 756 -597
149 66 149
762 79 -998
111 54 272
119 463 705
288 724 -116
95 155 -751
737 493 -618
692 3 -148
485 266 -70
729 361 996
542 245 452
633 560 -299
317 441 -175
43 448 180
184 791 -960
448 95 -718
270 274 166
665 699 -711
312 675 600
770 30 750
751 641 -859
149 1 327
298 344 -166
486 545 -103
522 561 345
82 645 -500
135 377 -776
752 66 -903
63 661 -152
20 147 -397
540 310 101
218 142 126
771 351 -121
305 113 -824
328 87 373
772 684 -559
670 283 618
511 576 109
595 725 -957
372 676 83
431 73 -664
452 193 -804
81 679 438
100 299 708
720 465 -748
610 632 166
336 103 180
118 684 -440
760 530 382
112 756 -522
132 370 -623
564 258 -210
242 443 509
517 123 798
285 76 -434
90 530 432
302 609 522
509 741 914
52 561 -378
636 271 283
489 678 -526
515 406 68
348 452 76
4 120 297
709 346 796
402 590 -88
96 270 762
313 75 -143
447 314 -989
11 419 -917
10 368 -918
625 770 285
742 734 272
221 428 291
352 178 385
242 650 -260
727 614 663
194 444 -792
515 286 -583
729 526 25
52 795 29
283 609 189
434 52 -351
642 774 130
380 218 -52
525 481 78
366 143 444
466 631 -72
568 394 272
132 118 472
26 693 693
59 474 135
458 562 994
147 372 -164
362 567 51
558 682 828
248 295 -847
765 491 959
216 3 685
692 82 -29
242 149 -24
186 597 -664
151 249 -275
431 349 -101
598 433 288
547 22 -498
195 91 -979
319 473 560
420 74 -545
677 315 -437
679 340 -210
115 464 109
180 14 -190
314 649 -948
114 425 271
592 390 286
94 689 -611
391 49 614
68 573 204
581 421 -751
486 143 -806
162 425 99
436 699 -239
777 463 -763
734 681 -459
221 301 -827
535 361 636
92 384 470
410 319 629
359 215 363
742 375 405
790 694 69
677 140 854
273 177 -493
194 686 -850
141 127 -984
27 723 284
661 111 -5
401 746 177
60 725 229
529 221 2
293 47 -901
804 437 598
484 425 849
190 286 816
602 53 -457
11 278 413
113 425 -678
560 352 167
157 522 515
742 763 -386
